record_uid,dataset,priority_group,split,magnitude,candidate,candidate_start_sec,candidate_end_sec,feature_onset_sec,feature_energy_onset_sec,feature_energy_end_sec,catalog_p_sec,feature_spike_score,feature_significant_duration_sec,window_start_sample,window_end_sample,window_duration_sec,full_pga,window_pga,pga_retention,full_energy,window_energy,energy_retention,full_rms,window_rms,peak_time_sec,peak_inside_window,window_unstable,failure_reason,window_unstable_bool,policy,selection_status,selected_candidate,period_sec,psa_retention,spectrum_unstable,full_record_required,long_period_psa_review,production_route,review_priority
PNWAccelerometers:4807,PNWAccelerometers,low_magnitude_background,,1.66,full_record,0.0,150.01,12.7,12.7,75.51,52.47,284.5503060801737,62.81,0.0,15001.0,150.01,695.6307983398438,695.6307983398438,1.0,57076.637405541034,57076.637405541034,1.0,19.506038817083923,19.506038817083923,55.1,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4808,PNWAccelerometers,low_magnitude_background,,1.66,full_record,0.0,150.01,25.74,25.74,70.36,53.53,225.49753434285188,44.620000000000005,0.0,15001.0,150.01,560.0902709960938,560.0902709960938,1.0,72654.5933637093,72654.5933637093,1.0,22.00753659499998,22.00753659499998,56.5,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4814,PNWAccelerometers,low_magnitude_background,,1.66,full_record,0.0,150.01,6.29,6.29,129.7,56.51,72.30140415523964,123.40999999999998,0.0,15001.0,150.01,180.19699096679688,180.19699096679688,1.0,15759.026924296571,15759.026924296571,1.0,10.24954515821298,10.24954515821298,61.66,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:482,PNWAccelerometers,low_magnitude_background,,1.61,full_record,0.0,150.01,12.05,12.05,63.3,53.97,256.755395067023,51.25,0.0,15001.0,150.01,569.017822265625,569.017822265625,1.0,48317.71701517193,48317.71701517193,1.0,17.94705102029647,17.94705102029647,57.22,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4821,PNWAccelerometers,low_magnitude_background,,2.11,full_record,0.0,150.01,4.37,4.37,124.04,62.5,36.0933138422204,119.67,0.0,15001.0,150.01,53.929420471191406,53.929420471191406,1.0,4201.516311857541,4201.516311857541,1.0,5.292281316182556,5.292281316182556,74.02,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4835,PNWAccelerometers,low_magnitude_background,,2.05,full_record,0.0,150.01,30.24,30.24,126.75,54.72,48.232334861993465,96.51,0.0,15001.0,150.01,348.1186218261719,348.1186218261719,1.0,131929.69805004145,131929.69805004145,1.0,29.65590478844005,29.65590478844005,59.32,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4840,PNWAccelerometers,low_magnitude_background,,2.95,full_record,0.0,150.01,9.1,9.1,99.36,55.06,103.7587298963318,90.26,0.0,15001.0,150.01,1662.7784423828125,1662.7784423828125,1.0,1165104.4694804803,1165104.4694804803,1.0,88.12970747812864,88.12970747812864,55.16,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4842,PNWAccelerometers,low_magnitude_background,,2.49,full_record,0.0,150.01,12.84,12.84,82.97,55.04,217.82567842019543,70.13,0.0,15001.0,150.01,823.4677734375,823.4677734375,1.0,389078.0277289845,389078.0277289845,1.0,50.92819068210474,50.92819068210474,55.21,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4843,PNWAccelerometers,low_magnitude_background,,2.29,full_record,0.0,150.01,20.88,20.88,73.53,55.05,115.64027760298976,52.650000000000006,0.0,15001.0,150.01,290.9228210449219,290.9228210449219,1.0,65046.85560543147,65046.85560543147,1.0,20.82346744060156,20.82346744060156,59.57,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4848,PNWAccelerometers,low_magnitude_background,,1.89,full_record,0.0,150.01,3.47,3.47,100.79,54.9,84.51689068939673,97.32,0.0,15001.0,150.01,203.75631713867188,203.75631713867188,1.0,24125.874374763345,24125.874374763345,1.0,12.681815351217748,12.681815351217748,59.07,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4850,PNWAccelerometers,low_magnitude_background,,1.59,full_record,0.0,150.01,8.26,8.26,129.93,53.44,115.14717695023612,121.67,0.0,15001.0,150.01,262.7112121582031,262.7112121582031,1.0,21097.94816679899,21097.94816679899,1.0,11.859325931008504,11.859325931008504,56.36,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4851,PNWAccelerometers,low_magnitude_background,,1.5,full_record,0.0,150.01,8.22,8.22,70.99,54.1,205.1209769870032,62.77,0.0,15001.0,150.01,292.2117614746094,292.2117614746094,1.0,17834.70362026173,17834.70362026173,1.0,10.903673607025125,10.903673607025125,57.25,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4863,PNWAccelerometers,low_magnitude_background,,0.95,full_record,0.0,150.01,11.83,11.83,121.27,52.09,76.57112299061369,109.44,0.0,15001.0,150.01,132.9864501953125,132.9864501953125,1.0,21260.44576468786,21260.44576468786,1.0,11.904908930387066,11.904908930387066,55.46,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4876,PNWAccelerometers,low_magnitude_background,,1.58,full_record,0.0,150.01,5.36,5.36,124.42,52.91,280.09577896467295,119.06,0.0,15001.0,150.01,616.5440063476562,616.5440063476562,1.0,22661.387585556455,22661.387585556455,1.0,12.2908846785181,12.2908846785181,52.96,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:488,PNWAccelerometers,low_magnitude_background,,1.29,full_record,0.0,150.01,6.71,6.71,127.73,51.03,76.61535783357056,121.02,0.0,15001.0,150.01,869.3915405273438,869.3915405273438,1.0,385448.07086539624,385448.07086539624,1.0,50.690063197193915,50.690063197193915,51.1,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4896,PNWAccelerometers,low_magnitude_background,,1.84,full_record,0.0,150.01,8.61,8.61,98.2,56.35,201.88568809608557,89.59,0.0,15001.0,150.01,613.15380859375,613.15380859375,1.0,66617.640135699,66617.640135699,1.0,21.07339543211592,21.07339543211592,43.99,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4897,PNWAccelerometers,low_magnitude_background,,1.75,full_record,0.0,150.01,23.87,23.87,92.73,52.73,219.9565530942095,68.86,0.0,15001.0,150.01,611.4560546875,611.4560546875,1.0,63741.22214310218,63741.22214310218,1.0,20.613421681284596,20.613421681284596,55.2,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4898,PNWAccelerometers,low_magnitude_background,,1.71,full_record,0.0,150.01,11.12,11.12,92.72,53.01,117.37206183345516,81.6,0.0,15001.0,150.01,207.79617309570312,207.79617309570312,1.0,16503.156811594414,16503.156811594414,1.0,10.488742115392986,10.488742115392986,55.46,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4902,PNWAccelerometers,low_magnitude_background,,1.74,full_record,0.0,150.01,9.17,9.17,120.24,54.93,77.33085554894294,111.07,0.0,15001.0,150.01,115.67963409423828,115.67963409423828,1.0,11242.570838671636,11242.570838671636,1.0,8.657105514705904,8.657105514705904,60.31,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4911,PNWAccelerometers,low_magnitude_background,,1.63,full_record,0.0,150.01,8.74,8.74,123.97,56.69,111.12141394233056,115.23,0.0,15001.0,150.01,156.85382080078125,156.85382080078125,1.0,6983.0105272960955,6983.0105272960955,1.0,6.8227780384505525,6.8227780384505525,61.57,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4931,PNWAccelerometers,low_magnitude_background,,0.8,full_record,0.0,150.01,18.06,18.06,98.53,52.64,117.81049147758168,80.47,0.0,15001.0,150.01,152.21861267089844,152.21861267089844,1.0,10010.978537077424,10010.978537077424,1.0,8.169174247539162,8.169174247539162,55.02,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4932,PNWAccelerometers,low_magnitude_background,,1.1,full_record,0.0,150.01,17.08,17.08,103.91,52.24,118.20912497430406,86.83,0.0,15001.0,150.01,170.035400390625,170.035400390625,1.0,22634.790611495577,22634.790611495577,1.0,12.283669844159542,12.283669844159542,54.98,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4933,PNWAccelerometers,low_magnitude_background,,1.34,full_record,0.0,150.01,4.24,4.24,100.16,51.6,60.60290316066875,95.92,0.0,15001.0,150.01,273.1689758300781,273.1689758300781,1.0,57194.10817906053,57194.10817906053,1.0,19.5261014188179,19.5261014188179,53.69,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4941,PNWAccelerometers,low_magnitude_background,,1.7,full_record,0.0,150.01,3.41,3.41,122.47,56.45,62.8372270137559,119.06,0.0,15001.0,150.01,99.63117218017578,99.63117218017578,1.0,8050.621374446259,8050.621374446259,1.0,7.325792199315504,7.325792199315504,61.73,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4943,PNWAccelerometers,low_magnitude_background,,1.62,full_record,0.0,150.01,4.48,4.48,96.14,56.67,97.26814284720814,91.66,0.0,15001.0,150.01,145.15231323242188,145.15231323242188,1.0,8114.3032444102255,8114.3032444102255,1.0,7.354709297188101,7.354709297188101,61.7,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4945,PNWAccelerometers,low_magnitude_background,,1.55,full_record,0.0,150.01,5.0,5.0,87.24,56.65,96.80477561475573,82.24,0.0,15001.0,150.01,149.93211364746094,149.93211364746094,1.0,8546.923945300354,8546.923945300354,1.0,7.548224598475443,7.548224598475443,61.78,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4965,PNWAccelerometers,low_magnitude_background,,1.73,full_record,0.0,150.01,16.8,16.8,79.69,59.98,103.38714229045225,62.89,0.0,15001.0,150.01,117.43889617919922,117.43889617919922,1.0,7567.351563984832,7567.351563984832,1.0,7.102509935466944,7.102509935466944,68.47,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4973,PNWAccelerometers,low_magnitude_background,,1.47,full_record,0.0,150.01,12.18,12.18,110.3,54.69,107.44538408768383,98.12,0.0,15001.0,150.01,146.6611785888672,146.6611785888672,1.0,9390.897965459302,9390.897965459302,1.0,7.912130748552917,7.912130748552917,59.02,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4980,PNWAccelerometers,low_magnitude_background,,1.48,full_record,0.0,150.01,13.01,13.01,107.27,54.01,151.13701934317646,94.26,0.0,15001.0,150.01,334.8765869140625,334.8765869140625,1.0,25142.100047122407,25142.100047122407,1.0,12.946151041617089,12.946151041617089,57.56,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4984,PNWAccelerometers,low_magnitude_background,,1.27,full_record,0.0,150.01,16.87,16.87,110.89,53.17,153.48451423201152,94.02,0.0,15001.0,150.01,279.4684753417969,279.4684753417969,1.0,24690.04758434523,24690.04758434523,1.0,12.82923788094969,12.82923788094969,56.03,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:4998,PNWAccelerometers,low_magnitude_background,,1.44,full_record,0.0,150.01,10.2,10.2,111.51,53.74,119.32713576324896,101.31,0.0,15001.0,150.01,209.0064392089844,209.0064392089844,1.0,14809.805971131578,14809.805971131578,1.0,9.936068543963277,9.936068543963277,57.0,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:50,PNWAccelerometers,low_magnitude_background,,2.3,full_record,0.0,150.01,6.19,6.19,71.39,53.85,76.03039356771997,65.2,0.0,15001.0,150.01,1389.573974609375,1389.573974609375,1.0,1490656.180123014,1490656.180123014,1.0,99.68473001314482,99.68473001314482,56.53,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5005,PNWAccelerometers,low_magnitude_background,,1.57,full_record,0.0,150.01,13.99,13.99,121.23,52.78,160.77347422922716,107.24,0.0,15001.0,150.01,372.8290100097656,372.8290100097656,1.0,26312.94799797224,26312.94799797224,1.0,13.244166997431403,13.244166997431403,55.66,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:501,PNWAccelerometers,low_magnitude_background,,1.43,full_record,0.0,150.01,5.0,5.0,93.92,53.47,89.52935731826086,88.92,0.0,15001.0,150.01,161.30142211914062,161.30142211914062,1.0,16897.256745121238,16897.256745121238,1.0,10.613240264384276,10.613240264384276,53.52,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5028,PNWAccelerometers,low_magnitude_background,,2.32,full_record,0.0,150.01,4.59,4.59,90.05,53.47,158.33661623458156,85.46,0.0,15001.0,150.01,1459.7979736328125,1459.7979736328125,1.0,442902.2659773231,442902.2659773231,1.0,54.33677337542931,54.33677337542931,56.39,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5031,PNWAccelerometers,low_magnitude_background,,2.73,full_record,0.0,150.01,39.39,39.39,114.28,53.97,102.20954121624504,74.89,0.0,15001.0,150.01,3694.6435546875,3694.6435546875,1.0,4842297.103700475,4842297.103700475,1.0,179.6658807418824,179.6658807418824,57.81,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5038,PNWAccelerometers,low_magnitude_background,,2.27,full_record,0.0,150.01,6.44,6.44,103.29,58.52,94.50954824926832,96.85,0.0,15001.0,150.01,242.78952026367188,242.78952026367188,1.0,30782.54267875088,30782.54267875088,1.0,14.324917834794292,14.324917834794292,65.81,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5039,PNWAccelerometers,low_magnitude_background,,2.55,full_record,0.0,150.01,4.0,4.0,117.94,54.53,116.16907114299713,113.94,0.0,15001.0,150.01,777.9409790039062,777.9409790039062,1.0,157313.59496133137,157313.59496133137,1.0,32.383443103686886,32.383443103686886,54.58,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5046,PNWAccelerometers,low_magnitude_background,,2.86,full_record,0.0,150.01,8.08,8.08,93.36,61.69,91.60603693143037,85.28,0.0,15001.0,150.01,717.8536376953125,717.8536376953125,1.0,585201.013198247,585201.013198247,1.0,62.45862643372209,62.45862643372209,73.29,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5049,PNWAccelerometers,low_magnitude_background,,2.77,full_record,0.0,150.01,8.36,8.36,113.53,56.42,118.71621581706128,105.17,0.0,15001.0,150.01,1935.0394287109375,1935.0394287109375,1.0,852627.5025675441,852627.5025675441,1.0,75.39101027413648,75.39101027413648,56.47,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5063,PNWAccelerometers,low_magnitude_background,,2.01,full_record,0.0,150.01,8.94,8.94,115.95,57.28,60.60260663943394,107.01,0.0,15001.0,150.01,200.3021545410156,200.3021545410156,1.0,36807.193752219864,36807.193752219864,1.0,15.664128894362362,15.664128894362362,63.04,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5073,PNWAccelerometers,low_magnitude_background,,1.92,full_record,0.0,150.01,8.69,8.69,92.54,54.39,115.43499733595164,83.85000000000001,0.0,15001.0,150.01,80.75712585449219,80.75712585449219,1.0,3503.709764828639,3503.709764828639,1.0,4.832857125792606,4.832857125792606,57.96,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5074,PNWAccelerometers,low_magnitude_background,,1.77,full_record,0.0,150.01,15.48,15.48,71.27,54.2,183.90720932789176,55.78999999999999,0.0,15001.0,150.01,312.60357666015625,312.60357666015625,1.0,25051.755304152182,25051.755304152182,1.0,12.922869985279489,12.922869985279489,53.87,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5083,PNWAccelerometers,low_magnitude_background,,1.75,full_record,0.0,150.01,3.23,3.23,96.91,55.81,87.7706114025713,93.68,0.0,15001.0,150.01,172.6186981201172,172.6186981201172,1.0,12835.09396788416,12835.09396788416,1.0,9.249950757344251,9.249950757344251,60.25,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5116,PNWAccelerometers,low_magnitude_background,,1.87,full_record,0.0,150.01,12.82,12.82,117.06,59.62,53.845231396443594,104.24,0.0,15001.0,150.01,574.2095336914062,574.2095336914062,1.0,378264.3877513481,378264.3877513481,1.0,50.21548046877981,50.21548046877981,109.71,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5144,PNWAccelerometers,low_magnitude_background,,1.66,full_record,0.0,150.01,12.62,12.62,130.81,56.6,117.336479566214,118.19,0.0,15001.0,150.01,283.40447998046875,283.40447998046875,1.0,19453.315235881873,19453.315235881873,1.0,11.387718072453584,11.387718072453584,62.0,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5149,PNWAccelerometers,low_magnitude_background,,1.28,full_record,0.0,150.01,26.42,26.42,80.59,51.95,352.47895355162484,54.17,0.0,15001.0,150.01,400.4193115234375,400.4193115234375,1.0,13163.318779671166,13163.318779671166,1.0,9.367476103905323,9.367476103905323,53.43,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5151,PNWAccelerometers,low_magnitude_background,,1.81,full_record,0.0,150.01,12.65,12.65,114.89,55.88,68.41608898539386,102.24,0.0,15001.0,150.01,142.2436065673828,142.2436065673828,1.0,15310.477285620616,15310.477285620616,1.0,10.102625617523708,10.102625617523708,61.05,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5152,PNWAccelerometers,low_magnitude_background,,1.81,full_record,0.0,150.01,4.23,4.23,113.63,55.99,98.83103765477468,109.4,0.0,15001.0,150.01,249.05535888671875,249.05535888671875,1.0,27638.436190392833,27638.436190392833,1.0,13.573649411220613,13.573649411220613,61.58,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5155,PNWAccelerometers,low_magnitude_background,,1.78,full_record,0.0,150.01,4.17,4.17,124.86,54.63,72.86023579749211,120.69,0.0,15001.0,150.01,354.5147399902344,354.5147399902344,1.0,70616.03879175588,70616.03879175588,1.0,21.69659441320451,21.69659441320451,58.13,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5156,PNWAccelerometers,low_magnitude_background,,1.21,full_record,0.0,150.01,3.9,3.9,110.46,52.08,231.0177184028195,106.56,0.0,15001.0,150.01,285.4840087890625,285.4840087890625,1.0,7996.685819674114,7996.685819674114,1.0,7.301211197613993,7.301211197613993,53.76,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5161,PNWAccelerometers,low_magnitude_background,,2.5,full_record,0.0,150.01,10.32,10.32,128.24,54.24,145.20750494465713,117.92000000000002,0.0,15001.0,150.01,5027.77587890625,5027.77587890625,1.0,3348913.13899203,3348913.13899203,1.0,149.4141870327617,149.4141870327617,54.32,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5165,PNWAccelerometers,low_magnitude_background,,2.26,full_record,0.0,150.01,8.7,8.7,91.96,55.13,84.30728824653666,83.25999999999999,0.0,15001.0,150.01,172.05728149414062,172.05728149414062,1.0,26454.431048600072,26454.431048600072,1.0,13.27972578467666,13.27972578467666,59.92,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5167,PNWAccelerometers,low_magnitude_background,,2.1,full_record,0.0,150.01,8.47,8.47,68.54,52.38,93.57560114247346,60.07000000000001,0.0,15001.0,150.01,829.48095703125,829.48095703125,1.0,428231.5681110693,428231.5681110693,1.0,53.42926920973725,53.42926920973725,54.47,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5185,PNWAccelerometers,low_magnitude_background,,2.21,full_record,0.0,150.01,22.33,22.33,74.88,52.45,118.86658388158844,52.55,0.0,15001.0,150.01,215.95794677734375,215.95794677734375,1.0,39071.15413258443,39071.15413258443,1.0,16.13868015310083,16.13868015310083,55.23,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5186,PNWAccelerometers,low_magnitude_background,,2.21,full_record,0.0,150.01,12.24,12.24,67.13,52.82,178.10379207497704,54.88999999999999,0.0,15001.0,150.01,452.9114074707031,452.9114074707031,1.0,83251.14672388375,83251.14672388375,1.0,23.55781498320192,23.55781498320192,56.2,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5193,PNWAccelerometers,low_magnitude_background,,2.16,full_record,0.0,150.01,4.66,4.66,83.59,50.94,85.51803487574591,78.93,0.0,15001.0,150.01,260.78680419921875,260.78680419921875,1.0,36961.09312506956,36961.09312506956,1.0,15.696842403586595,15.696842403586595,53.19,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5237,PNWAccelerometers,low_magnitude_background,,1.69,full_record,0.0,150.01,14.68,14.68,81.19,53.42,92.40727729642454,66.50999999999999,0.0,15001.0,150.01,167.90721130371094,167.90721130371094,1.0,20656.84710531497,20656.84710531497,1.0,11.734697858339231,11.734697858339231,56.48,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5243,PNWAccelerometers,low_magnitude_background,,1.35,full_record,0.0,150.01,14.03,14.03,123.78,51.42,151.22318256395545,109.75,0.0,15001.0,150.01,333.79754638671875,333.79754638671875,1.0,29659.680291734207,29659.680291734207,1.0,14.061224012990897,14.061224012990897,52.98,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5244,PNWAccelerometers,low_magnitude_background,,0.99,full_record,0.0,150.01,6.51,6.51,126.25,52.57,113.1125581470349,119.74,0.0,15001.0,150.01,131.54864501953125,131.54864501953125,1.0,7843.859397809923,7843.859397809923,1.0,7.231107111505284,7.231107111505284,54.8,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5254,PNWAccelerometers,low_magnitude_background,,1.65,full_record,0.0,150.01,4.18,4.18,112.75,52.69,56.27515697675399,108.57,0.0,15001.0,150.01,91.04610443115234,91.04610443115234,1.0,8191.243197035359,8191.243197035359,1.0,7.389495765638616,7.389495765638616,53.16,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5268,PNWAccelerometers,low_magnitude_background,,1.76,full_record,0.0,150.01,11.64,11.64,124.14,56.39,74.68768645182953,112.5,0.0,15001.0,150.01,113.7586898803711,113.7586898803711,1.0,9224.689575290477,9224.689575290477,1.0,7.841800234207001,7.841800234207001,61.76,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:527,PNWAccelerometers,low_magnitude_background,,1.76,full_record,0.0,150.01,6.94,6.94,119.96,51.95,121.08899550901124,113.02,0.0,15001.0,150.01,1433.482177734375,1433.482177734375,1.0,558674.6185351878,558674.6185351878,1.0,61.026626759333595,61.026626759333595,54.79,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:529,PNWAccelerometers,low_magnitude_background,,1.76,full_record,0.0,150.01,10.91,10.91,99.75,51.14,101.7554277617786,88.84,0.0,15001.0,150.01,1941.9019775390625,1941.9019775390625,1.0,1750919.5056922403,1750919.5056922403,1.0,108.0371166314781,108.0371166314781,53.44,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5308,PNWAccelerometers,low_magnitude_background,,1.2,full_record,0.0,150.01,7.8,7.8,64.14,55.25,79.52711699000318,56.34,0.0,15001.0,150.01,80.41213989257812,80.41213989257812,1.0,4447.85342945917,4447.85342945917,1.0,5.44521620364403,5.44521620364403,27.99,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5329,PNWAccelerometers,low_magnitude_background,,0.46,full_record,0.0,150.01,6.86,6.86,118.82,51.3,73.6131789826061,111.96,0.0,15001.0,150.01,155.85812377929688,155.85812377929688,1.0,21898.78872165036,21898.78872165036,1.0,12.0823090783519,12.0823090783519,53.79,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
PNWAccelerometers:5347,PNWAccelerometers,low_magnitude_background,,1.35,full_record,0.0,150.01,14.78,14.78,128.08,53.69,160.12698313511837,113.3,0.0,15001.0,150.01,495.67236328125,495.67236328125,1.0,40848.3877099447,40848.3877099447,1.0,16.50164934496623,16.50164934496623,56.36,True,False,,False,shortest_stable_no_catalog,full_record_fallback,full_record,3.0,1.0,False,True,False,full_record_required,2
