record_uid,dataset,source_row_index,split,priority_group,magnitude_bin,magnitude,event_id,station_network,station_code,trace_name,waveform_key,component_order,channel_type,units,sampling_rate_hz,n_samples,duration_sec,has_catalog_p,catalog_p_sample,catalog_fields_for_evaluation_only,waveform_qc_status,waveform_error,resolved_waveform_key,waveform_shape,waveform_preprocess,feature_n_samples,feature_sampling_rate_hz,feature_duration_sec,feature_finite_fraction,feature_zero_fraction,feature_max_abs,feature_rms,feature_mad_scale,feature_spike_score,feature_clip_fraction,feature_onset_sec,feature_energy_onset_sec,feature_threshold_onset_sec,feature_energy_end_sec,feature_significant_duration_sec,feature_flag_nonfinite,feature_flag_zero_heavy,feature_flag_clipped,feature_flag_spiky,feature_qc_issue_count,catalog_p_sec,catalog_s_sec,noise_rms,signal_rms,snr_db,snr_bin,selection_status,selected_duration_sec,full_record_assignment,feature_fixed_unstable,selected_3s_psa_failure,spectral_stage,final_duration_sec
PNWAccelerometers:1922,PNWAccelerometers,1922,,low_magnitude_background,<3,2.27,uw60506601,UW,RAW,"bucket1$1994,:3,:15001","bucket1$1994,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5461,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1922,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,105.23933595385223,11.209476251647894,3.253165240808028,32.34982798713068,6.666222251849876e-05,2.3,2.3,58.15,137.17,134.86999999999998,False,False,False,False,0,54.61,58.14,5.028530020680636,21.202735256218993,12.499016868149198,>=10 dB,stable_candidate,139.88,False,True,True,arias_escalation,150.01
PNWAccelerometers:1923,PNWAccelerometers,1923,,low_magnitude_background,<3,2.27,uw60506601,UW,PNLK,"bucket1$1995,:3,:15001","bucket1$1995,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5567,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1923,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,194.76684551014128,21.625139998781584,8.133623860592342,23.945887939789376,6.666222251849876e-05,1.35,1.35,,137.19,135.84,False,False,False,False,0,55.67,60.27,19.35219825456497,32.639603946556264,4.540291515932323,3-10 dB,stable_candidate,140.19,False,True,False,primary,140.19
PNWAccelerometers:1924,PNWAccelerometers,1924,,low_magnitude_background,<3,2.27,uw60506601,UW,ELW,"bucket1$1996,:3,:15001","bucket1$1996,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5513,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1924,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,85.00126912418519,9.234787566887618,3.2888065307467267,25.845627685762825,6.666222251849876e-05,0.46,0.46,,140.82,140.36,False,False,False,False,0,55.13,59.3,7.330643419944351,15.025311522704378,6.2336278036815305,3-10 dB,stable_candidate,143.82,False,True,True,arias_escalation,150.01
PNWAccelerometers:1925,PNWAccelerometers,1925,,low_magnitude_background,<3,2.27,uw60506601,UW,CDMR,"bucket1$1997,:3,:15001","bucket1$1997,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5601,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1925,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,259.41091550673707,15.937959333851698,2.6028366798506153,99.66469180141776,6.666222251849876e-05,13.34,13.34,56.21,80.61,67.27,False,False,False,True,1,56.01,60.68,4.233392166086398,37.66219477570516,18.984342465143346,>=10 dB,stable_candidate,72.27,False,True,True,full_record_fallback,150.01
PNWAccelerometers:1926,PNWAccelerometers,1926,,low_magnitude_background,<3,2.27,uw60506601,UW,BSFP,"bucket1$2002,:3,:15001","bucket1$2002,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5510,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1926,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,349.18060395397987,35.62507022725105,15.450346819448413,22.600179014392236,6.666222251849876e-05,0.65,0.65,,142.05,141.4,False,False,False,False,0,55.1,59.63,28.520104231366947,46.64493022620438,4.273066787809146,3-10 dB,stable_candidate,145.06,False,True,True,arias_escalation,150.01
PNWAccelerometers:193,PNWAccelerometers,193,,low_magnitude_background,<3,2.97,uw10752428,UW,ALKI,"bucket1$197,:3,:15001","bucket1$197,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,6081,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:193,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,362.97514166080686,24.096017341021728,6.902095511161938,52.589121821599015,6.666222251849876e-05,1.79,1.79,61.13,131.96,130.17000000000002,False,False,False,False,0,60.81,70.28,15.213477705155276,44.385012111293,9.30015680675265,3-10 dB,stable_candidate,134.96,False,True,True,arias_escalation,150.01
PNWAccelerometers:1937,PNWAccelerometers,1937,,low_magnitude_background,<3,2.79,uw60497382,UW,NEWO,"bucket1$2013,:3,:15001","bucket1$2013,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,6017,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1937,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,487.95598842472975,34.051573336841926,13.89167489310364,35.12578520441548,6.666222251849876e-05,1.44,1.44,68.16,137.06,135.62,False,False,False,False,0,60.17,68.09,23.808189065915442,58.96395084135514,7.877204254836344,3-10 dB,stable_candidate,140.06,False,True,True,arias_escalation,150.01
PNWAccelerometers:1938,PNWAccelerometers,1938,,low_magnitude_background,<3,2.79,uw60497382,UW,JEDS,"bucket1$2014,:3,:15001","bucket1$2014,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,6576,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1938,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,102.95797442800472,8.459360595462458,1.734118879997731,59.37192404487254,6.666222251849876e-05,11.97,11.97,65.78,99.69,87.72,False,False,False,False,0,65.76,78.12,2.815924892174789,17.21731167895372,15.726885490480493,>=10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:1939,PNWAccelerometers,1939,,low_magnitude_background,<3,2.62,uw60497357,UW,NEWO,"bucket1$2015,:3,:15001","bucket1$2015,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,6083,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1939,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,688.3727560792007,34.52293371583005,11.125120094528503,61.87553484638358,6.666222251849876e-05,5.13,5.13,68.77,147.31,142.18,False,False,False,False,0,60.83,68.75,20.098847195862618,65.82187862180675,10.30398249814803,>=10 dB,stable_candidate,146.88,False,True,False,primary,146.88
PNWAccelerometers:194,PNWAccelerometers,194,,low_magnitude_background,<3,2.0,uw10751848,UW,EARN,"bucket1$198,:3,:15001","bucket1$198,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5504,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:194,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,434.3105682848415,18.189460937664972,5.542219542817799,78.3640137185954,6.666222251849876e-05,1.8,1.8,59.4,133.33,131.53,False,False,False,False,0,55.04,59.38,12.906423693847549,34.2970961763293,8.489028664259452,3-10 dB,stable_candidate,136.34,False,True,False,primary,136.34
PNWAccelerometers:1940,PNWAccelerometers,1940,,low_magnitude_background,<3,1.89,uw60492452,UW,MBPA,"bucket1$2016,:3,:15001","bucket1$2016,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5700,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1940,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,327.3596379646126,23.48834504300233,7.821176600887352,41.85554868144417,6.666222251849876e-05,0.57,0.57,,145.12,144.55,False,False,False,False,0,57.0,62.34,15.136613779496498,20.43758598057129,2.608017346280214,<3 dB,stable_candidate,148.12,False,True,True,arias_escalation,150.01
PNWAccelerometers:1941,PNWAccelerometers,1941,,low_magnitude_background,<3,1.89,uw60492452,UW,CDMR,"bucket1$2017,:3,:15001","bucket1$2017,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,6480,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1941,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,74.81750105479198,6.583696907996833,2.1380140125636453,34.99392455575161,6.666222251849876e-05,0.26,0.26,,138.5,138.24,False,False,False,False,0,64.8,76.5,4.062393818062727,11.218461355884083,8.823025472568201,3-10 dB,stable_candidate,141.5,False,True,True,arias_escalation,150.01
PNWAccelerometers:1942,PNWAccelerometers,1942,,low_magnitude_background,<3,1.54,uw60662791,UW,ALCT,"bucket1$2018,:3,:15001","bucket1$2018,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5325,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1942,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,279.08358451745903,23.1734660797186,8.24868981330812,33.83368641977496,6.666222251849876e-05,0.9,0.9,,138.87,137.97,False,False,False,False,0,53.25,56.49,17.846026809874232,36.38071911855068,6.186594763942503,3-10 dB,stable_candidate,141.87,False,True,True,arias_escalation,150.01
PNWAccelerometers:1943,PNWAccelerometers,1943,,low_magnitude_background,<3,1.54,uw60662791,UW,MARY,"bucket1$2019,:3,:15001","bucket1$2019,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5358,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1943,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,287.04643272915087,24.71210393530714,9.269583343902328,30.966487066322603,6.666222251849876e-05,2.41,2.41,,140.9,138.49,False,False,False,False,0,53.58,57.38,20.029002685790683,36.3904801508065,5.186569221878391,3-10 dB,stable_candidate,143.49,False,True,True,arias_escalation,150.01
PNWAccelerometers:1944,PNWAccelerometers,1944,,low_magnitude_background,<3,1.54,uw60662791,UW,FINN,"bucket1$2020,:3,:15001","bucket1$2020,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5477,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1944,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,112.30171803288204,19.101225779955165,7.578837393903606,14.817802810127212,6.666222251849876e-05,1.01,1.01,,141.94,140.93,False,False,False,False,0,54.77,59.23,18.396148045703786,22.374465754688618,1.7005155659972262,<3 dB,stable_candidate,144.94,False,True,False,primary,144.94
PNWAccelerometers:1945,PNWAccelerometers,1945,,low_magnitude_background,<3,1.54,uw60662791,UW,TLW1,"bucket1$2021,:3,:15001","bucket1$2021,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5512,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1945,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,124.9677659152293,7.672783141100863,1.6348027898863755,76.44210463080685,6.666222251849876e-05,8.19,8.19,56.87,108.15,99.96,False,False,False,False,0,55.12,58.92,3.2175151441890355,17.679408803535864,14.798942769365489,>=10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:1946,PNWAccelerometers,1946,,low_magnitude_background,<3,1.63,uw60637406,UW,KIMR,"bucket1$2024,:3,:15001","bucket1$2024,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5364,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1946,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,601.6816918444579,45.800494321538295,16.706564128881137,36.01468783185124,6.666222251849876e-05,0.78,0.78,,142.85,142.07,False,False,False,False,0,53.64,56.63,40.568815730216,66.7676381112082,4.327473666365874,3-10 dB,stable_candidate,145.85,False,True,True,arias_escalation,150.01
PNWAccelerometers:1947,PNWAccelerometers,1947,,low_magnitude_background,<3,1.63,uw60637406,UW,DOSE,"bucket1$2025,:3,:15001","bucket1$2025,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5446,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1947,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,236.6756246931548,16.63403444744409,2.305605243926103,102.65227549974313,6.666222251849876e-05,4.29,4.29,58.21,66.35,62.059999999999995,False,False,False,True,1,54.46,58.23,5.112396489648368,40.069684465453086,17.883827891165893,>=10 dB,stable_candidate,92.0,False,True,True,arias_escalation,142.78
PNWAccelerometers:1948,PNWAccelerometers,1948,,low_magnitude_background,<3,1.54,uw60637136,UW,TLW1,"bucket1$2026,:3,:15001","bucket1$2026,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5366,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1948,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,197.0405382468563,8.722568828091063,1.610482882157199,122.34873181820208,6.666222251849876e-05,9.23,9.23,53.67,90.59,81.36,False,False,False,True,1,53.66,56.7,3.1290226557197327,20.92387065418868,16.504666379988965,>=10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:1949,PNWAccelerometers,1949,,low_magnitude_background,<3,1.54,uw60637136,UW,MBPA,"bucket1$2027,:3,:15001","bucket1$2027,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5362,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1949,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,133.50913452882847,18.48466571151748,7.606096767469173,17.55291033107009,6.666222251849876e-05,0.53,0.53,,147.35,146.82,False,False,False,False,0,53.62,56.41,16.40197748801752,23.94031650017157,3.284673523274307,3-10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:1950,PNWAccelerometers,1950,,low_magnitude_background,<3,1.69,uw60631206,UW,GMW,"bucket1$2028,:3,:15001","bucket1$2028,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5357,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1950,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,56.507619108268145,6.682741277727079,1.948911310878378,28.994453874250468,6.666222251849876e-05,1.79,1.79,56.47,149.63,147.84,False,False,False,False,0,53.57,56.37,4.27017863041182,7.086579762658961,4.399812736527073,3-10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:1951,PNWAccelerometers,1951,,low_magnitude_background,<3,1.31,uw60642371,UW,TLW1,"bucket1$2029,:3,:15001","bucket1$2029,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5381,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1951,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,127.08060538592622,5.587748840499857,1.481385813197957,85.78494829216007,6.666222251849876e-05,2.65,2.65,53.89,128.29,125.64,False,False,False,True,1,53.81,56.84,3.3147768550700496,11.991994002032792,11.168742096704399,>=10 dB,stable_candidate,130.65,False,True,True,arias_escalation,150.01
PNWAccelerometers:1952,PNWAccelerometers,1952,,low_magnitude_background,<3,0.84,uw60641301,UW,WISC,"bucket1$2030,:3,:15001","bucket1$2030,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5142,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1952,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,367.60460795546027,37.01610617925546,13.216089152398352,27.814931006934852,6.666222251849876e-05,1.24,1.24,52.26,142.66,141.42,False,False,False,False,0,51.42,54.0,32.10108633176129,56.305252811414164,4.8805836640666875,3-10 dB,stable_candidate,145.66,False,True,True,arias_escalation,150.01
PNWAccelerometers:1953,PNWAccelerometers,1953,,low_magnitude_background,<3,0.84,uw60641301,UW,MARY,"bucket1$2031,:3,:15001","bucket1$2031,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5124,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1953,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,315.84273465424843,25.853565466311075,7.9664855610509075,39.646432825842425,6.666222251849876e-05,3.91,3.91,36.4,130.61,126.70000000000002,False,False,False,False,0,51.24,53.67,35.03672607635917,41.48372489164093,1.4670845541076885,<3 dB,stable_candidate,131.71,False,True,True,arias_escalation,150.01
PNWAccelerometers:1954,PNWAccelerometers,1954,,low_magnitude_background,<3,0.84,uw60641301,UW,EARN,"bucket1$2032,:3,:15001","bucket1$2032,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5306,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1954,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,91.1701334424538,14.090050873184802,5.590739084729212,16.307349003547646,6.666222251849876e-05,0.69,0.69,,145.64,144.95,False,False,False,False,0,53.06,56.68,13.723170998841425,15.39781744574638,1.0000938290296215,<3 dB,stable_candidate,148.64,False,True,True,arias_escalation,150.01
PNWAccelerometers:1955,PNWAccelerometers,1955,,low_magnitude_background,<3,0.18,uw60640436,UW,GHW,"bucket1$2033,:3,:15001","bucket1$2033,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5209,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1955,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,223.29703157815553,14.462108244535065,3.510986268535033,63.59951720099627,6.666222251849876e-05,5.09,5.09,54.28,149.89,144.79999999999998,False,False,False,False,0,52.09,53.73,8.867011853301127,12.119546400736752,2.7141815346985556,<3 dB,stable_candidate,146.92,False,True,False,primary,146.92
PNWAccelerometers:1956,PNWAccelerometers,1956,,low_magnitude_background,<3,1.44,uw60640321,UW,BULL,"bucket1$2034,:3,:15001","bucket1$2034,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5285,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1956,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,132.9757234624843,24.65640122807862,9.696099874666352,13.71435166524211,6.666222251849876e-05,1.68,1.68,,144.1,142.42,False,False,False,False,0,52.85,54.95,24.413358232215344,27.67980778108199,1.0907109210079555,<3 dB,stable_candidate,147.1,False,True,True,arias_escalation,150.01
PNWAccelerometers:1957,PNWAccelerometers,1957,,low_magnitude_background,<3,1.41,uw60639436,UW,KIMR,"bucket1$2035,:3,:15001","bucket1$2035,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5309,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1957,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,340.0023697188877,40.44414693859019,16.074808662921924,21.151254540474593,6.666222251849876e-05,0.36,0.36,,148.06,147.7,False,False,False,False,0,53.09,55.78,36.90894403144287,43.1417598561397,1.3553247375831154,<3 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:1958,PNWAccelerometers,1958,,low_magnitude_background,<3,0.32,uw60638936,UW,MBPA,"bucket1$2036,:3,:15001","bucket1$2036,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5172,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1958,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,189.71192538773911,22.96588644140545,9.276970141411738,20.44977212343053,6.666222251849876e-05,0.04,0.04,,141.57,141.53,False,False,False,False,0,51.72,53.81,19.131063391387467,21.490391211325118,1.0101042141436545,<3 dB,stable_candidate,144.57,False,True,True,arias_escalation,150.01
PNWAccelerometers:1959,PNWAccelerometers,1959,,low_magnitude_background,<3,1.43,uw60638376,UW,EARN,"bucket1$2037,:3,:15001","bucket1$2037,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5470,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1959,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,231.104825940965,15.767126566442922,5.780565299650767,39.97962378436019,6.666222251849876e-05,2.27,2.27,58.75,139.79,137.51999999999998,False,False,False,False,0,54.7,58.74,14.01819324057338,23.617137577168027,4.530704341416231,3-10 dB,stable_candidate,142.52,False,True,True,arias_escalation,150.01
PNWAccelerometers:1960,PNWAccelerometers,1960,,low_magnitude_background,<3,1.43,uw60638376,UW,EVGW,"bucket1$2038,:3,:15001","bucket1$2038,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5459,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1960,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,124.29868288341244,16.402156848599876,6.158941016377919,20.18182712789035,6.666222251849876e-05,0.63,0.63,,141.06,140.43,False,False,False,False,0,54.59,58.4,14.359195974326386,23.181627542728382,4.1602760195904755,3-10 dB,stable_candidate,144.06,False,True,True,arias_escalation,150.01
PNWAccelerometers:1961,PNWAccelerometers,1961,,low_magnitude_background,<3,1.43,uw60638376,UW,MBPA,"bucket1$2039,:3,:15001","bucket1$2039,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5708,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1961,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,119.67746493397374,13.471234962112351,5.475546985430185,21.85671408763764,6.666222251849876e-05,0.49,0.49,,144.69,144.2,False,False,False,False,0,57.08,60.87,12.072109823327365,16.156179004690905,2.5311095733915856,<3 dB,stable_candidate,147.69,False,True,False,primary,147.69
PNWAccelerometers:1962,PNWAccelerometers,1962,,low_magnitude_background,<3,1.43,uw60638376,UW,ELW,"bucket1$2040,:3,:15001","bucket1$2040,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5702,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1962,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,14.488355909652178,2.912812011811632,1.160038253227076,12.489550124185518,6.666222251849876e-05,0.72,0.72,149.83,148.2,147.48,False,False,False,False,0,57.02,62.61,2.586370817773481,3.1941431761478833,1.8332717571460995,<3 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:1963,PNWAccelerometers,1963,,low_magnitude_background,<3,0.36,uw60637191,UW,TLW1,"bucket1$2043,:3,:15001","bucket1$2043,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5229,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1963,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,42.51374568325104,4.0548566010268425,1.4138731407626417,30.068995907454028,6.666222251849876e-05,0.49,0.49,54.56,137.17,136.67999999999998,False,False,False,False,0,52.29,54.08,3.0211406844413573,7.321279068635692,7.688320239734483,3-10 dB,stable_candidate,140.17,False,True,True,arias_escalation,150.01
PNWAccelerometers:1964,PNWAccelerometers,1964,,low_magnitude_background,<3,1.76,uw60637086,UW,KIMR,"bucket1$2044,:3,:15001","bucket1$2044,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5410,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1964,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,424.5350481431851,48.95568799811975,18.292192527041745,23.208538151759875,6.666222251849876e-05,0.26,0.26,,147.79,147.53,False,False,False,False,0,54.1,57.63,43.665320165581456,63.72933215775192,3.284054370215131,3-10 dB,stable_candidate,150.01,False,True,False,primary,150.01
PNWAccelerometers:1965,PNWAccelerometers,1965,,low_magnitude_background,<3,1.27,uw60039813,UW,PERL,"bucket1$2045,:3,:15001","bucket1$2045,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5121,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1965,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,357.4919925319315,47.09522133674946,14.6100319559279,24.468939808641693,6.666222251849876e-05,3.31,3.31,52.42,143.67,140.36,False,False,False,False,0,51.21,52.49,28.22587397717969,93.0044795375755,10.357129371575194,>=10 dB,stable_candidate,145.36,False,True,True,arias_escalation,150.01
PNWAccelerometers:1966,PNWAccelerometers,1966,,low_magnitude_background,<3,1.75,uw60632256,UW,GMW,"bucket1$2046,:3,:15001","bucket1$2046,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5648,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1966,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,89.07150983484479,12.829247158668023,4.940801536158631,18.027744928223935,0.0001333244450369,4.12,4.12,61.97,149.56,145.44,False,False,False,False,0,56.48,61.67,6.615815946733411,10.915557198992902,4.349249903757962,3-10 dB,stable_candidate,147.89,False,True,False,primary,147.89
PNWAccelerometers:1967,PNWAccelerometers,1967,,low_magnitude_background,<3,1.3,uw60631571,UW,TLW1,"bucket1$2047,:3,:15001","bucket1$2047,:3,:15001",ENZ,EN,accelerometer,100.0,15001,150.01,True,5381,"catalog_p_sec,catalog_s_sec,catalog_p_sample,catalog_s_sample",ok,,PNWAccelerometers:1967,3x15001,linear_detrend_highpass_0.1hz,15001,100.0,150.01,1.0,0.0,204.74835659454175,9.66326471940336,3.3166716158941805,61.73308072265732,6.666222251849876e-05,3.66,3.66,56.6,129.87,126.21,False,False,False,False,0,53.81,56.66,6.257533446888074,17.596417108362644,8.980421367966576,3-10 dB,stable_candidate,131.21,False,True,True,arias_escalation,150.01
